inflation,interest_rates
0.001044054999507223,0.0060963917970367956
0.0016540182243006136,0.008680216540541004
0.001536404025353906,0.007720395089146452
0.002481481473773462,0.011569915042481001
0.0004592029855553753,0.008891380746857398
0.0020632619942003317,0.009058724683690417
0.0021565065379653757,0.009566100860126702
0.002232181036200276,0.010890786501789596
0.0014026839310346375,0.009215222003700726
0.001762078270263993,0.003907713890400147
0.0005759390910174684,0.01108662378277504
0.001506680116637806,0.010878085915344084
0.0014571385239832823,0.009560917943337573
0.0024160500462614256,0.00783192675865613
0.0008438175681780872,0.010703560221362717
0.002781198101709993,0.010758471067071174
0.0034944845444913686,0.009059934234598251
-6.998502501353275e-05,0.009566537058848922
0.002426258730778101,0.008139686994951358
0.0026769080350302456,0.009642821815825342
0.001362562974447771,0.006899141309833039
0.0016027281856712022,0.01083463764206367
0.0018671194224130444,0.008111263018351413
0.0017022091205982717,0.010476206295664625
0.0016909870309528778,0.007188074167464201
0.0003239961936700234,0.00881988470826092
0.00315233156478312,0.009779021189868144
0.003079618592036821,0.006678600376261473
0.0011866357407957972,0.010230295746280184
0.0005335756721974859,0.009241704874240154
0.0025210648764527584,0.006515287604381539
0.001424212030186934,0.007393514491775369
0.00214195316332078,0.011210240168164333
0.0016806715828549049,0.011791111971102648
0.0026915387510701868,0.009736182720440066
0.002694749143656006,0.010809523624080995
0.0012744026215364157,0.010447687126625822
0.0006166360446049446,0.010659245964255477
0.000417061602664918,0.012571968014160587
0.002610379379107205,0.006986003203571456
0.0008111407422159711,0.011352921464723246
0.0014931836457013124,0.00923598208884436
0.001403685961549492,0.00955148213149672
0.0019474327037304537,0.00939550053908986
6.372019415349316e-05,0.009249705766677432
0.0021887785967938285,0.0075476076164339625
0.0025238910238342058,0.010366678398515202
0.0020884220870446613,0.013341886065577714
0.0016891138283015284,0.009887733959102486
0.0020974001662687836,0.00999722991452981
0.0023990463456401304,0.008625401925686673
-0.0007725927564266504,0.009765050907163777
0.003955912308250695,0.010932332852068061
0.0023900933226879265,0.009259515118591315
0.00134759141761298,0.009092391917895999
0.001609046624812399,0.010806529080326494
0.0024937417773491883,0.00816399046036191
0.0018838960609656335,0.010504993254153746
-3.0684467781494536e-05,0.011640643594522843
0.00406449286135932,0.01271989708335897
0.0018894593427675275,0.009819235985446106
0.0030201727117158,0.012735194479613427
0.0013079501522156088,0.012068819772963037
0.003536377054245798,0.008007574719257868
0.0022863436888922797,0.007564122976813699
0.002608843834475451,0.00939007272429116
0.0009547466338530454,0.01205787098518971
0.003211145289682701,0.009855425984879991
0.0026898181645347886,0.008798684884684424
0.0033018462295649987,0.01310448636009712
0.001371912440358421,0.010573808976006693
0.0015189728815392122,0.0053588114484185165
0.0043039166976839415,0.010634321252585378
0.0009399841772784528,0.011040081229141735
0.0018640502993216793,0.010451217308942207
0.0031368913626026954,0.010899424200463985
0.0020977249677148558,0.009865448782154037
0.0025829536797532934,0.007363208260710532
0.0016005509707371249,0.009258591993559093
0.002370055887847519,0.008108768408887418
0.0006934731482646835,0.008134518178411244
0.003658130679618188,0.007473863301795449
0.0018818359548714303,0.010904978185279293
0.0013198217960031498,0.010195792290825255
0.0026663830820319143,0.009103669274638584
0.0015392802126114468,0.008701324144539224
0.0006657415285972466,0.009953153789957096
0.0006532824942024446,0.012158389456224978
0.0026937731526901327,0.00599156856900217
0.001840426561853733,0.010753753041701786
0.0018662984403315609,0.008908576051964436
0.0030777438059762627,0.006230828310041105
0.0008731741912432565,0.006108593833672083
0.0012693222471351752,0.008174433011729416
0.0016151201908187246,0.01043901911158609
0.0020943515893170742,0.010786125867960183
0.001957828548709421,0.008122036854644429
0.0017131128076100924,0.012034041982826489
0.0019383735979043527,0.012845966993032212
0.0018926947237088254,0.01079217316991312
0.0012803956114482073,0.00881719466438378
0.0011870070114459227,0.012248838369020736
0.0022745163577239397,0.011510791391326677
0.0011090849170044721,0.011734814822709836
0.0008426447408091465,0.008687072650056938
0.0016877077488743068,0.004330890989450596
0.001842332983836184,0.01423358204296735
0.00425672349729821,0.006778243193100133
0.0012952997241437664,0.009928463856279558
0.0029432607249694947,0.014761490702439501
0.002747188334204632,0.010661153512548748
0.0008110550447962639,0.011898492947116472
0.0027732529774025997,0.006995206861236575
0.0008161193598066822,0.0064446660905325874
-0.0006591722379967408,0.008934594416040892
0.0026063195243593807,0.012181499468869001
0.0002441094165622805,0.00930750110470538
0.002450934461805915,0.008410727357857002
0.0013159891022627834,0.010395934579889935
0.003659550796189872,0.012163870436954532
0.003068509399316009,0.007110119601853256
0.0015466141961486123,0.007578914011753297
0.0013121623889713178,0.008422661490981267
0.0007859225969058794,0.012189276749424183
0.0015590773677074087,0.010469643051897464
0.0017196445048154908,0.014264306821140887
0.0016353064556083145,0.011872891451662232
0.002156703855272364,0.009929809646260659
0.0025785214977288784,0.012530155676177532
0.002349654456993174,0.010422994025463756
0.001235856076093557,0.00859015729498511
0.0005622085261984217,0.011359949688490205
0.0033645318481024715,0.008607346692277834
0.0013105508154500622,0.009419205798392267
0.0013477064000649809,0.012655565391915966
0.0014788106876988893,0.009797437027565201
0.00015693044984335137,0.008393717225316743
0.0015220259959595134,0.009071324617129017
0.0015203441859920524,0.012043581171177346
0.002620358298343513,0.008894918653166542
